Comunidad,Punto actual más cercano,ID radio actual,Distancia actual (km),Coordenadas Comunidad,ID Alternativa 1,Coordenadas Alternativa 1,Distancia Alternativa 1 (km),Ruta Alternativa 1 (Google Maps),ID Alternativa 2,Coordenadas Alternativa 2,Distancia Alternativa 2 (km),Ruta Alternativa 2 (Google Maps),ID Alternativa 3,Coordenadas Alternativa 3,Distancia Alternativa 3 (km),Ruta Alternativa 3 (Google Maps)
Campo Angelitos,"(28.00222, -114.01083)",BS4207,115.83 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
Campo Gecko,"(28.00222, -114.01083)",BS4207,113.41 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
Campo Raquel y Larry,"(28.00222, -114.01083)",BS4207,120.37 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
Campo del Monte,"(28.00222, -114.01083)",BS4207,52.75 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
Corral de Enmedio,"(30.07775, -115.72728)",BN5758,53.33 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",BN4413,"(30.40335, -115.88834)",40.44 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",44.75 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.44739,-115.88528"
El Cardonal,"(28.00222, -114.01083)",BS4207,67.50 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
El CardÃ³n,"(28.00222, -114.01083)",BS4207,111.20 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
El CaÃ±Ã³n,"(28.00222, -114.01083)",BS4207,62.47 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS5871,"(27.48808, -113.30311)",97.38 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.48808,-113.30311",BS3456,"(27.37276, -113.21481)",112.97 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.37276,-113.21481"
El Chileno,"(30.07775, -115.72728)",BN5758,117.22 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",BN4413,"(30.40335, -115.88834)",40.44 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",44.75 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.44739,-115.88528"
El Gato Dos,"(30.07775, -115.72728)",BN5758,136.50 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",BN4413,"(30.40335, -115.88834)",40.44 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",44.75 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.44739,-115.88528"
El Junquito,"(30.44739, -115.88528)",BN5762,34.40 km,"(30.44739, -115.88528)",BN4413,"(30.40335, -115.88834)",4.91 km,"https://www.google.com/maps/dir/30.44739,-115.88528/30.40335,-115.88834",BN4959,"(30.47212, -115.92231)",4.96 km,"https://www.google.com/maps/dir/30.44739,-115.88528/30.47212,-115.92231",BN0127,"(30.51064, -115.92064)",8.07 km,"https://www.google.com/maps/dir/30.44739,-115.88528/30.51064,-115.92064"
El NorteÃ±o,"(28.00222, -114.01083)",BS4207,110.25 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
El Potrero,"(30.75967, -115.98339)",BN7172,41.68 km,"(30.75967, -115.98339)",BN4499,"(30.76109, -116.00678)",2.61 km,"https://www.google.com/maps/dir/30.75967,-115.98339/30.76109,-116.00678",BN0679,"(30.77751, -116.00356)",3.00 km,"https://www.google.com/maps/dir/30.75967,-115.98339/30.77751,-116.00356",BN3947,"(30.72964, -115.98975)",3.42 km,"https://www.google.com/maps/dir/30.75967,-115.98339/30.72964,-115.98975"
El Retiro,"(28.00222, -114.01083)",BS4207,39.58 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
El RincÃ³n,"(28.00222, -114.01083)",BS4207,115.65 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
El Zauzalito,"(30.07775, -115.72728)",BN5758,40.38 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",—,—,—,—,—,—,—,—
El Ãguila,"(30.07775, -115.72728)",BN5758,73.97 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",BN4413,"(30.40335, -115.88834)",40.44 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",44.75 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.44739,-115.88528"
Familia Delgado,"(28.00222, -114.01083)",BS4207,31.82 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",—,—,—,—,—,—,—,—
La Colmena,"(28.00222, -114.01083)",BS4207,78.56 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
La Esperanza,"(30.07775, -115.72728)",BN5758,37.63 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",—,—,—,—,—,—,—,—
La Fortuna [Mina],"(30.84821, -116.05146)",BN0395,35.00 km,"(30.84821, -116.05146)",BN2367,"(30.83553, -116.08706)",4.21 km,"https://www.google.com/maps/dir/30.84821,-116.05146/30.83553,-116.08706",BN0311,"(30.79889, -116.02454)",6.25 km,"https://www.google.com/maps/dir/30.84821,-116.05146/30.79889,-116.02454",BN4499,"(30.76109, -116.00678)",10.90 km,"https://www.google.com/maps/dir/30.84821,-116.05146/30.76109,-116.00678"
La IlusiÃ³n,"(28.86132, -112.01575)",SO2616,106.85 km,"(28.86132, -112.01575)",SO6448,"(28.84046, -111.96392)",6.22 km,"https://www.google.com/maps/dir/28.86132,-112.01575/28.84046,-111.96392",SO0379,"(28.82272, -111.93654)",9.81 km,"https://www.google.com/maps/dir/28.86132,-112.01575/28.82272,-111.93654",SO6237,"(28.68629, -111.72111)",38.15 km,"https://www.google.com/maps/dir/28.86132,-112.01575/28.68629,-111.72111"
La Victoria,"(30.07775, -115.72728)",BN5758,79.66 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",BN4413,"(30.40335, -115.88834)",40.44 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",44.75 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.44739,-115.88528"
La Yegua [Rancho],"(30.15282, -115.79011)",BN0146,69.09 km,"(30.15282, -115.79011)",BN4413,"(30.40335, -115.88834)",29.96 km,"https://www.google.com/maps/dir/30.15282,-115.79011/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",34.46 km,"https://www.google.com/maps/dir/30.15282,-115.79011/30.44739,-115.88528",BN4959,"(30.47212, -115.92231)",38.47 km,"https://www.google.com/maps/dir/30.15282,-115.79011/30.47212,-115.92231"
Las Cuatas [Rancho],"(28.00222, -114.01083)",BS4207,32.07 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",—,—,—,—,—,—,—,—
Los Ãngeles,"(30.07775, -115.72728)",BN5758,67.72 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",BN4413,"(30.40335, -115.88834)",40.44 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",44.75 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.44739,-115.88528"
Playa Tranquila [Campo],"(28.00222, -114.01083)",BS4207,123.16 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
Punta San Antonio,"(30.07775, -115.72728)",BN5758,36.95 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",—,—,—,—,—,—,—,—
PurificaciÃ³n [Rancho],"(28.00222, -114.01083)",BS4207,98.40 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS2901,"(27.29239, -112.91149)",145.67 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.29239,-112.91149",BS1656,"(27.37922, -112.29972)",202.71 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.37922,-112.29972"
Rancho Sonora,"(30.07775, -115.72728)",BN5758,88.49 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",BN4413,"(30.40335, -115.88834)",40.44 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",44.75 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.44739,-115.88528"
San GermÃ¡n,"(28.00222, -114.01083)",BS4207,57.46 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
San HipÃ³lito,"(28.00222, -114.01083)",BS4207,33.08 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",—,—,—,—,—,—,—,—
San Ignacito,"(28.00222, -114.01083)",BS4207,84.25 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
San Regis,"(28.00222, -114.01083)",BS4207,71.29 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
San Roque,"(30.07775, -115.72728)",BN5758,116.73 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",BN4413,"(30.40335, -115.88834)",40.44 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",44.75 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.44739,-115.88528"
San Vicentillo [Rancho],"(30.07775, -115.72728)",BN5758,32.27 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",—,—,—,—,—,—,—,—
Arroyo Grande (Ejido 16 de Septiembre),"(31.47778, -115.07000)",BN8355,42.90 km,"(31.47778, -115.07)",BN8339,"(31.71689, -115.05208)",26.69 km,"https://www.google.com/maps/dir/31.47778,-115.07/31.71689,-115.05208",BN2370,"(31.20850, -114.93877)",33.35 km,"https://www.google.com/maps/dir/31.47778,-115.07/31.20850,-114.93877",—,—,—,—
Bello Horizonte [Campo],"(30.91503, -114.72235)",BN7136,32.76 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Campo Beluga,"(30.91503, -114.72235)",BN7136,132.43 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Campo Cadena,"(30.91503, -114.72235)",BN7136,30.79 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Campo Sacrificio,"(30.91503, -114.72235)",BN7136,136.09 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Cocos Corner Camping,"(30.07775, -115.72728)",BN5758,171.62 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",BN4413,"(30.40335, -115.88834)",40.44 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",44.75 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.44739,-115.88528"
Conejo Feliz [Campo],"(30.91503, -114.72235)",BN7136,114.43 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
El Conquistador [KilÃ³metro Sesenta y Seis],"(30.91503, -114.72235)",BN7136,53.75 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
El Huerfanito [Campo],"(30.91503, -114.72235)",BN7136,88.68 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Familia Andrade,"(31.47778, -115.07000)",BN8355,43.63 km,"(31.47778, -115.07)",BN2370,"(31.20850, -114.93877)",33.35 km,"https://www.google.com/maps/dir/31.47778,-115.07/31.20850,-114.93877",BN7177,"(31.12386, -114.90425)",43.50 km,"https://www.google.com/maps/dir/31.47778,-115.07/31.12386,-114.90425",BN0945,"(31.08890, -114.88858)",47.77 km,"https://www.google.com/maps/dir/31.47778,-115.07/31.08890,-114.88858"
Las Encantadas [Campo],"(30.91503, -114.72235)",BN7136,115.61 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Lidias [Campo],"(30.91503, -114.72235)",BN7136,38.71 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Octavios [Campo],"(30.91503, -114.72235)",BN7136,62.05 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
San Francisco [Campo],"(30.91503, -114.72235)",BN7136,36.91 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Tanos [Campo],"(30.91503, -114.72235)",BN7136,89.93 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
La Escondida,"(26.89258, -111.98447)",BS4549,76.26 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
