Comunidad,Punto actual más cercano,ID radio actual,Distancia actual (km),Coordenadas Comunidad,ID Alternativa 1,Coordenadas Alternativa 1,Distancia Alternativa 1 (km),Ruta Alternativa 1 (Google Maps),ID Alternativa 2,Coordenadas Alternativa 2,Distancia Alternativa 2 (km),Ruta Alternativa 2 (Google Maps),ID Alternativa 3,Coordenadas Alternativa 3,Distancia Alternativa 3 (km),Ruta Alternativa 3 (Google Maps)
El Crucero,"(17.37841, -101.05556)",GR3317,41.97 km,"(17.37841, -101.05556)",GR0516,"(17.32510, -101.04249)",6.11 km,"https://www.google.com/maps/dir/17.37841,-101.05556/17.32510,-101.04249",GR4003,"(17.29912, -101.04172)",8.96 km,"https://www.google.com/maps/dir/17.37841,-101.05556/17.29912,-101.04172",GR1433,"(17.41421, -101.18143)",14.57 km,"https://www.google.com/maps/dir/17.37841,-101.05556/17.41421,-101.18143"
El Crucero,"(18.47569, -100.97771)",GR2165,32.73 km,"(18.47569, -100.97771)",MI7002,"(18.49447, -100.85883)",13.40 km,"https://www.google.com/maps/dir/18.47569,-100.97771/18.49447,-100.85883",MI0111,"(18.56417, -100.86835)",15.66 km,"https://www.google.com/maps/dir/18.47569,-100.97771/18.56417,-100.86835",GR0464,"(18.34305, -100.88518)",18.00 km,"https://www.google.com/maps/dir/18.47569,-100.97771/18.34305,-100.88518"
El Criadero,"(19.71833, -104.61083)",JL6518,32.78 km,"(19.71833, -104.61083)",JL0209,"(19.62179, -104.53656)",13.56 km,"https://www.google.com/maps/dir/19.71833,-104.61083/19.62179,-104.53656",JL3114,"(19.67663, -104.72677)",13.72 km,"https://www.google.com/maps/dir/19.71833,-104.61083/19.67663,-104.72677",JL3887,"(19.68832, -104.39525)",24.23 km,"https://www.google.com/maps/dir/19.71833,-104.61083/19.68832,-104.39525"
El Coyote,"(31.88160, -116.54694)",BN8329,46.15 km,"(31.8816, -116.54694)",BN4950,"(31.87597, -116.56407)",2.01 km,"https://www.google.com/maps/dir/31.8816,-116.54694/31.87597,-116.56407",BN1982,"(31.90011, -116.55286)",2.16 km,"https://www.google.com/maps/dir/31.8816,-116.54694/31.90011,-116.55286",BN0004,"(31.86205, -116.54579)",2.18 km,"https://www.google.com/maps/dir/31.8816,-116.54694/31.86205,-116.54579"
El Coyote,"(30.84821, -116.05146)",BN0395,38.49 km,"(30.84821, -116.05146)",BN2367,"(30.83553, -116.08706)",4.21 km,"https://www.google.com/maps/dir/30.84821,-116.05146/30.83553,-116.08706",BN0311,"(30.79889, -116.02454)",6.25 km,"https://www.google.com/maps/dir/30.84821,-116.05146/30.79889,-116.02454",BN0679,"(30.77751, -116.00356)",9.51 km,"https://www.google.com/maps/dir/30.84821,-116.05146/30.77751,-116.00356"
El Coyote,"(25.47913, -106.93961)",SI1818,34.41 km,"(25.47913, -106.93961)",SI0507,"(25.46960, -106.92968)",1.53 km,"https://www.google.com/maps/dir/25.47913,-106.93961/25.46960,-106.92968",CH0717,"(26.08042, -106.95358)",66.95 km,"https://www.google.com/maps/dir/25.47913,-106.93961/26.08042,-106.95358",CH2750,"(26.09427, -106.96368)",68.53 km,"https://www.google.com/maps/dir/25.47913,-106.93961/26.09427,-106.96368"
El Coyolito,"(17.26701, -100.88046)",GR0233,33.26 km,"(17.26701, -100.88046)",GR5716,"(17.27178, -100.89222)",1.41 km,"https://www.google.com/maps/dir/17.26701,-100.88046/17.27178,-100.89222",GR1431,"(17.27228, -100.95139)",7.92 km,"https://www.google.com/maps/dir/17.26701,-100.88046/17.27228,-100.95139",GR5184,"(17.21094, -100.75567)",15.23 km,"https://www.google.com/maps/dir/17.26701,-100.88046/17.21094,-100.75567"
El Coyol,"(18.12433, -100.34312)",GR0457,41.07 km,"(18.12433, -100.34312)",GR0473,"(18.15848, -100.31717)",4.77 km,"https://www.google.com/maps/dir/18.12433,-100.34312/18.15848,-100.31717",GR2164,"(18.16131, -100.38972)",6.62 km,"https://www.google.com/maps/dir/18.12433,-100.34312/18.16131,-100.38972",GR0476,"(18.18408, -100.37039)",7.31 km,"https://www.google.com/maps/dir/18.12433,-100.34312/18.18408,-100.37039"
El Coscomate [De Pueblo Nuevo],"(23.70194, -105.57852)",DU4501,41.20 km,"(23.70194, -105.57852)",DU5639,"(23.74774, -105.53415)",7.10 km,"https://www.google.com/maps/dir/23.70194,-105.57852/23.74774,-105.53415",DU0471,"(23.81039, -105.54583)",12.61 km,"https://www.google.com/maps/dir/23.70194,-105.57852/23.81039,-105.54583",DU1926,"(23.73250, -105.69011)",12.88 km,"https://www.google.com/maps/dir/23.70194,-105.57852/23.73250,-105.69011"
El CÃ³scate,"(23.70194, -105.57852)",DU4501,30.22 km,"(23.70194, -105.57852)",DU5639,"(23.74774, -105.53415)",7.10 km,"https://www.google.com/maps/dir/23.70194,-105.57852/23.74774,-105.53415",DU0471,"(23.81039, -105.54583)",12.61 km,"https://www.google.com/maps/dir/23.70194,-105.57852/23.81039,-105.54583",DU1926,"(23.73250, -105.69011)",12.88 km,"https://www.google.com/maps/dir/23.70194,-105.57852/23.73250,-105.69011"
El Corral de Piedra,"(24.39908, -111.11575)",BS0426,42.47 km,"(24.39908, -111.11575)",BS0204,"(24.34630, -111.00151)",14.01 km,"https://www.google.com/maps/dir/24.39908,-111.11575/24.34630,-111.00151",BS8353,"(24.48875, -111.29436)",22.25 km,"https://www.google.com/maps/dir/24.39908,-111.11575/24.48875,-111.29436",BS6502,"(24.20364, -110.94706)",28.74 km,"https://www.google.com/maps/dir/24.39908,-111.11575/24.20364,-110.94706"
El CordÃ³n del Gato,"(27.02892, -107.73714)",CH2269,35.13 km,"(27.02892, -107.73714)",CH1693,"(27.49563, -107.89174)",54.73 km,"https://www.google.com/maps/dir/27.02892,-107.73714/27.49563,-107.89174",CH1455,"(27.39202, -108.42094)",86.19 km,"https://www.google.com/maps/dir/27.02892,-107.73714/27.39202,-108.42094",—,—,—,—
El CordÃ³n de los PÃ©rez,"(26.42989, -107.26740)",CH0372,38.48 km,"(26.42989, -107.2674)",CH0714,"(26.81174, -107.07233)",47.73 km,"https://www.google.com/maps/dir/26.42989,-107.2674/26.81174,-107.07233",CH2074,"(26.81886, -107.08142)",48.00 km,"https://www.google.com/maps/dir/26.42989,-107.2674/26.81886,-107.08142",CH5617,"(26.81694, -107.05728)",49.03 km,"https://www.google.com/maps/dir/26.42989,-107.2674/26.81694,-107.05728"
El CordÃ³n,"(29.19858, -108.15486)",CH4713,33.98 km,"(29.19858, -108.15486)",CH1116,"(29.20233, -108.14469)",1.21 km,"https://www.google.com/maps/dir/29.19858,-108.15486/29.20233,-108.14469",CH1118,"(29.18514, -108.15324)",1.51 km,"https://www.google.com/maps/dir/29.19858,-108.15486/29.18514,-108.15324",CH2663,"(29.18618, -108.13789)",2.34 km,"https://www.google.com/maps/dir/29.19858,-108.15486/29.18618,-108.13789"
El Consuelo,"(27.93678, -107.04294)",CH6453,30.37 km,"(27.93678, -107.04294)",CH0908,"(28.05665, -107.03118)",13.41 km,"https://www.google.com/maps/dir/27.93678,-107.04294/28.05665,-107.03118",CH3935,"(28.17194, -107.04296)",26.18 km,"https://www.google.com/maps/dir/27.93678,-107.04294/28.17194,-107.04296",CH2087,"(27.78242, -107.49814)",53.51 km,"https://www.google.com/maps/dir/27.93678,-107.04294/27.78242,-107.49814"
El Confital,"(25.05276, -106.33673)",DU0174,37.95 km,"(25.05276, -106.33673)",SI0733,"(24.94536, -106.94647)",68.92 km,"https://www.google.com/maps/dir/25.05276,-106.33673/24.94536,-106.94647",SI4807,"(24.41386, -106.69064)",81.31 km,"https://www.google.com/maps/dir/25.05276,-106.33673/24.41386,-106.69064",SI2224,"(24.38410, -106.69087)",84.23 km,"https://www.google.com/maps/dir/25.05276,-106.33673/24.38410,-106.69087"
El Conejo (Agua Bendita),"(21.42382, -104.44885)",NA5834,54.76 km,"(21.42382, -104.44885)",NA5833,"(21.44087, -104.48832)",4.79 km,"https://www.google.com/maps/dir/21.42382,-104.44885/21.44087,-104.48832",NA1421,"(21.34306, -104.57414)",16.59 km,"https://www.google.com/maps/dir/21.42382,-104.44885/21.34306,-104.57414",NA0192,"(21.42181, -104.61091)",18.04 km,"https://www.google.com/maps/dir/21.42382,-104.44885/21.42181,-104.61091"
El Conejo,"(25.05276, -106.33673)",DU0174,54.49 km,"(25.05276, -106.33673)",DU0634,"(25.33103, -105.77888)",69.40 km,"https://www.google.com/maps/dir/25.05276,-106.33673/25.33103,-105.77888",DU5626,"(25.33328, -105.73028)",74.38 km,"https://www.google.com/maps/dir/25.05276,-106.33673/25.33328,-105.73028",DU2363,"(25.34073, -105.72376)",75.39 km,"https://www.google.com/maps/dir/25.05276,-106.33673/25.34073,-105.72376"
El Comanche,"(27.02892, -107.73714)",CH2269,37.08 km,"(27.02892, -107.73714)",CH1693,"(27.49563, -107.89174)",54.73 km,"https://www.google.com/maps/dir/27.02892,-107.73714/27.49563,-107.89174",SI2200,"(26.71148, -108.32373)",74.25 km,"https://www.google.com/maps/dir/27.02892,-107.73714/26.71148,-108.32373",SI0684,"(26.70435, -108.33040)",75.28 km,"https://www.google.com/maps/dir/27.02892,-107.73714/26.70435,-108.33040"
El Cobano,"(18.66281, -101.64622)",MI7606,39.89 km,"(18.66281, -101.64622)",MI2928,"(18.29047, -101.90400)",50.41 km,"https://www.google.com/maps/dir/18.66281,-101.64622/18.29047,-101.90400",MI7482,"(18.24819, -101.88580)",53.31 km,"https://www.google.com/maps/dir/18.66281,-101.64622/18.24819,-101.88580",GR2165,"(18.47569, -100.97771)",77.28 km,"https://www.google.com/maps/dir/18.66281,-101.64622/18.47569,-100.97771"
El Ciruelo,"(23.81039, -105.54583)",DU0471,56.56 km,"(23.81039, -105.54583)",DU5639,"(23.74774, -105.53415)",7.09 km,"https://www.google.com/maps/dir/23.81039,-105.54583/23.74774,-105.53415",DU4501,"(23.70194, -105.57852)",12.61 km,"https://www.google.com/maps/dir/23.81039,-105.54583/23.70194,-105.57852",DU0347,"(23.79810, -105.38399)",18.07 km,"https://www.google.com/maps/dir/23.81039,-105.54583/23.79810,-105.38399"
El Ciruelo,"(21.98111, -103.58889)",JL8886,47.09 km,"(21.98111, -103.58889)",JL1636,"(21.97547, -103.50061)",9.85 km,"https://www.google.com/maps/dir/21.98111,-103.58889/21.97547,-103.50061",JL8887,"(21.92350, -103.44289)",17.47 km,"https://www.google.com/maps/dir/21.98111,-103.58889/21.92350,-103.44289",ZA0263,"(21.80789, -103.46603)",23.64 km,"https://www.google.com/maps/dir/21.98111,-103.58889/21.80789,-103.46603"
El Ciruelito,"(25.46960, -106.92968)",SI0507,30.58 km,"(25.4696, -106.92968)",SI1818,"(25.47913, -106.93961)",1.53 km,"https://www.google.com/maps/dir/25.4696,-106.92968/25.47913,-106.93961",SI2620,"(24.96764, -106.97108)",56.07 km,"https://www.google.com/maps/dir/25.4696,-106.92968/24.96764,-106.97108",SI0733,"(24.94536, -106.94647)",58.39 km,"https://www.google.com/maps/dir/25.4696,-106.92968/24.94536,-106.94647"
El CimarrÃ³n,"(26.01975, -111.36000)",BS0148,35.57 km,"(26.01975, -111.36)",BS1350,"(26.02022, -111.35112)",0.99 km,"https://www.google.com/maps/dir/26.01975,-111.36/26.02022,-111.35112",BS5744,"(26.01192, -111.34119)",2.27 km,"https://www.google.com/maps/dir/26.01975,-111.36/26.01192,-111.34119",BS2385,"(25.99936, -111.36886)",2.47 km,"https://www.google.com/maps/dir/26.01975,-111.36/25.99936,-111.36886"
El Chupadero,"(28.76949, -104.52450)",CH1359,33.09 km,"(28.76949, -104.5245)",CH6601,"(28.91690, -104.67024)",23.08 km,"https://www.google.com/maps/dir/28.76949,-104.5245/28.91690,-104.67024",CH0301,"(29.03269, -104.65525)",32.72 km,"https://www.google.com/maps/dir/28.76949,-104.5245/29.03269,-104.65525",CH5593,"(29.19939, -104.46642)",48.29 km,"https://www.google.com/maps/dir/28.76949,-104.5245/29.19939,-104.46642"
El Choyal,"(30.07775, -115.72728)",BN5758,61.63 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",BN4413,"(30.40335, -115.88834)",40.44 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",44.75 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.44739,-115.88528"
El Chorro,"(26.80163, -105.82446)",CH6372,42.22 km,"(26.80163, -105.82446)",CH5619,"(26.80710, -105.82366)",0.62 km,"https://www.google.com/maps/dir/26.80163,-105.82446/26.80710,-105.82366",CH0715,"(26.81585, -105.81689)",1.79 km,"https://www.google.com/maps/dir/26.80163,-105.82446/26.81585,-105.81689",CH1559,"(26.86168, -105.85368)",7.43 km,"https://www.google.com/maps/dir/26.80163,-105.82446/26.86168,-105.85368"
