Comunidad,Coordenadas Comunidad,ID radio actual,Punto actual más cercano,Distancia actual (km),ID Alternativa 1,Coordenadas Alternativa 1,Distancia Alternativa 1 (km),Ruta Alternativa 1 (Google Maps),ID Alternativa 2,Coordenadas Alternativa 2,Distancia Alternativa 2 (km),Ruta Alternativa 2 (Google Maps),ID Alternativa 3,Coordenadas Alternativa 3,Distancia Alternativa 3 (km),Ruta Alternativa 3 (Google Maps)
La Piedra,"(24.71601, -106.60259)",SI4807,"(24.41386, -106.69064)",35.03 km,SI2224,"(24.38410, -106.69087)",38.23 km,"https://www.google.com/maps/dir/24.716012,-106.602589/24.38409722,-106.6908694",SI0733,"(24.94536, -106.94647)",46.01 km,"https://www.google.com/maps/dir/24.716012,-106.602589/24.94536111,-106.9464722",DU0174,"(25.05276, -106.33673)",47.76 km,"https://www.google.com/maps/dir/24.716012,-106.602589/25.05276111,-106.3367333"
La Piedra,"(17.82311, -100.90578)",GR6118,"(17.92179, -101.32309)",47.74 km,GR6057,"(17.54143, -101.26027)",50.40 km,"https://www.google.com/maps/dir/17.823114,-100.905779/17.541425,-101.260272",GR1506,"(17.55017, -101.27818)",51.40 km,"https://www.google.com/maps/dir/17.823114,-100.905779/17.550172,-101.278183",GR3317,"(17.37841, -101.05556)",52.24 km,"https://www.google.com/maps/dir/17.823114,-100.905779/17.378408,-101.055564"
La PeÃ±a (Las Bolsas),"(22.63162, -104.39562)",DU0496,"(23.07844, -104.54656)",52.50 km,—,—,—,—,—,—,—,—,—,—,—,—
La Pedregosa,"(25.29575, -106.54279)",DU0174,"(25.05276, -106.33673)",35.47 km,SI0507,"(25.46960, -106.92968)",47.22 km,"https://www.google.com/maps/dir/25.295745,-106.542786/25.4696,-106.9296806",SI1818,"(25.47913, -106.93961)",48.66 km,"https://www.google.com/maps/dir/25.295745,-106.542786/25.47913333,-106.9396111",—,—,—,—
La Pedregosa,"(18.25374, -101.32064)",GR6118,"(17.92179, -101.32309)",36.95 km,GR2165,"(18.47569, -100.97771)",45.47 km,"https://www.google.com/maps/dir/18.25374,-101.32064/18.475686,-100.977713",GR0456,"(18.24280, -100.89106)",47.84 km,"https://www.google.com/maps/dir/18.25374,-101.32064/18.242802,-100.891058",GR0464,"(18.34305, -100.88518)",49.48 km,"https://www.google.com/maps/dir/18.25374,-101.32064/18.343047,-100.885183"
La Pedregosa,"(18.39539, -101.58245)",MI7606,"(18.66281, -101.64622)",30.60 km,MI7482,"(18.24819, -101.88580)",37.53 km,"https://www.google.com/maps/dir/18.395391,-101.58245/18.248194,-101.885803",MI2928,"(18.29047, -101.90400)",37.65 km,"https://www.google.com/maps/dir/18.395391,-101.58245/18.290472,-101.903999",—,—,—,—
La Pasadita,"(25.20954, -106.68381)",SI0507,"(25.46960, -106.92968)",39.84 km,SI1818,"(25.47913, -106.93961)",41.37 km,"https://www.google.com/maps/dir/25.209543,-106.683811/25.47913333,-106.9396111",SI0733,"(24.94536, -106.94647)",41.47 km,"https://www.google.com/maps/dir/25.209543,-106.683811/24.94536111,-106.9464722",SI2620,"(24.96764, -106.97108)",41.81 km,"https://www.google.com/maps/dir/25.209543,-106.683811/24.96763889,-106.9710806"
La Palma de MacÃ­as,"(19.10927, -103.13994)",MI0928,"(19.05362, -102.87138)",30.53 km,JL5317,"(19.25054, -103.37932)",30.94 km,"https://www.google.com/maps/dir/19.109271,-103.139938/19.2505444,-103.379317",JL1775,"(19.37205, -103.02255)",32.04 km,"https://www.google.com/maps/dir/19.109271,-103.139938/19.372055,-103.022552",JL1873,"(19.20639, -102.86001)",32.98 km,"https://www.google.com/maps/dir/19.109271,-103.139938/19.20639,-102.86001"
La Palma Cuata,"(28.01560, -108.85267)",CH2652,"(28.16097, -108.57019)",35.37 km,SO5788,"(28.36982, -108.92706)",40.29 km,"https://www.google.com/maps/dir/28.015595,-108.852672/28.36981667,-108.9270556",SO0751,"(28.37309, -109.03515)",44.68 km,"https://www.google.com/maps/dir/28.015595,-108.852672/28.37308889,-109.0351528",—,—,—,—
La Palma,"(28.90271, -102.94712)",CO0072,"(28.04136, -103.78378)",133.67 km,CO2920,"(27.99419, -101.71100)",170.77 km,"https://www.google.com/maps/dir/28.902711,-102.947116/27.994194,-101.711",CH5593,"(29.19939, -104.46642)",172.32 km,"https://www.google.com/maps/dir/28.902711,-102.947116/29.199389,-104.466417",CO6924,"(28.10228, -101.62140)",172.39 km,"https://www.google.com/maps/dir/28.902711,-102.947116/28.10227778,-101.6214"
La Palma,"(17.87397, -100.85956)",GR0456,"(18.24280, -100.89106)",41.21 km,GR2153,"(18.29553, -100.85231)",46.93 km,"https://www.google.com/maps/dir/17.873972,-100.859556/18.295527,-100.852306",GR6769,"(18.15450, -100.50047)",50.73 km,"https://www.google.com/maps/dir/17.873972,-100.859556/18.154501,-100.500472",GR1219,"(18.21538, -100.55082)",51.24 km,"https://www.google.com/maps/dir/17.873972,-100.859556/18.215383,-100.550822"
La Palma,"(24.38298, -106.24274)",SI2224,"(24.38410, -106.69087)",49.89 km,SI4807,"(24.41386, -106.69064)",49.98 km,"https://www.google.com/maps/dir/24.38298,-106.242744/24.41386111,-106.6906389",SI5791,"(23.94176, -106.42636)",53.20 km,"https://www.google.com/maps/dir/24.38298,-106.242744/23.94175556,-106.4263639",SI5235,"(23.92432, -106.62329)",66.34 km,"https://www.google.com/maps/dir/24.38298,-106.242744/23.92431667,-106.6232861"
La Palma,"(25.90734, -107.25781)",SI5998,"(25.87042, -107.54683)",32.44 km,CH2750,"(26.09427, -106.96368)",38.80 km,"https://www.google.com/maps/dir/25.90734,-107.257811/26.09427,-106.963681",CH0717,"(26.08042, -106.95358)",38.96 km,"https://www.google.com/maps/dir/25.90734,-107.257811/26.08042223,-106.9535833",—,—,—,—
La Palma,"(26.76554, -107.89441)",CH2269,"(27.02892, -107.73714)",34.15 km,SI2200,"(26.71148, -108.32373)",48.17 km,"https://www.google.com/maps/dir/26.765542,-107.894413/26.711475,-108.3237278",SI2520,"(26.61647, -108.30358)",48.48 km,"https://www.google.com/maps/dir/26.765542,-107.894413/26.61647222,-108.3035833",SI0684,"(26.70435, -108.33040)",49.01 km,"https://www.google.com/maps/dir/26.765542,-107.894413/26.704347,-108.330397"
La Osa,"(26.13648, -107.48989)",SI5998,"(25.87042, -107.54683)",30.29 km,CH0372,"(26.42989, -107.26740)",40.99 km,"https://www.google.com/maps/dir/26.136476,-107.489894/26.429889,-107.2674",—,—,—,—,—,—,—,—
La Ola Nueva,"(17.64012, -100.87405)",GR3317,"(17.37841, -101.05556)",35.46 km,GR0516,"(17.32510, -101.04249)",39.77 km,"https://www.google.com/maps/dir/17.640119,-100.874049/17.325103,-101.042486",GR5716,"(17.27178, -100.89222)",41.05 km,"https://www.google.com/maps/dir/17.640119,-100.874049/17.271777,-100.892222",GR0233,"(17.26701, -100.88046)",41.54 km,"https://www.google.com/maps/dir/17.640119,-100.874049/17.267011,-100.880458"
La Ola,"(17.65579, -100.87544)",GR3317,"(17.37841, -101.05556)",36.82 km,GR0516,"(17.32510, -101.04249)",41.24 km,"https://www.google.com/maps/dir/17.655786,-100.875442/17.325103,-101.042486",GR5716,"(17.27178, -100.89222)",42.79 km,"https://www.google.com/maps/dir/17.655786,-100.875442/17.271777,-100.892222",GR0233,"(17.26701, -100.88046)",43.28 km,"https://www.google.com/maps/dir/17.655786,-100.875442/17.267011,-100.880458"
La Obscuridad,"(24.53517, -105.83186)",DU0176,"(24.90683, -105.37349)",65.69 km,DU2990,"(25.03256, -105.42306)",71.67 km,"https://www.google.com/maps/dir/24.53517,-105.83186/25.032564,-105.423056",DU7552,"(25.04575, -105.43594)",71.92 km,"https://www.google.com/maps/dir/24.53517,-105.83186/25.04575,-105.435944",DU0238,"(25.05529, -105.43177)",73.05 km,"https://www.google.com/maps/dir/24.53517,-105.83186/25.055292,-105.431767"
La Nopalera (La Cueva Nopalera),"(27.05273, -106.77229)",CH0718,"(26.83303, -107.07060)",41.24 km,CH0714,"(26.81174, -107.07233)",42.84 km,"https://www.google.com/maps/dir/27.052735,-106.772295/26.81173889,-107.0723278",CH2074,"(26.81886, -107.08142)",43.15 km,"https://www.google.com/maps/dir/27.052735,-106.772295/26.818858,-107.081417",CH4324,"(27.46821, -106.73537)",46.43 km,"https://www.google.com/maps/dir/27.052735,-106.772295/27.468212,-106.735372"
La Nopalera,"(22.80398, -104.46758)",DU0496,"(23.07844, -104.54656)",31.79 km,—,—,—,—,—,—,—,—,—,—,—,—
La Nopalera,"(22.44456, -104.44490)",DU0496,"(23.07844, -104.54656)",71.47 km,NA0907,"(22.14175, -105.09664)",80.00 km,"https://www.google.com/maps/dir/22.444562,-104.444896/22.14175,-105.096642",NA0194,"(21.94281, -104.99812)",83.14 km,"https://www.google.com/maps/dir/22.444562,-104.444896/21.942811,-104.998118",NA0199,"(22.05219, -105.11579)",86.52 km,"https://www.google.com/maps/dir/22.444562,-104.444896/22.05218778,-105.1157858"
La Nopalera,"(28.27479, -107.83784)",CH1865,"(28.40260, -107.59591)",30.46 km,CH1916,"(28.20948, -108.20738)",41.78 km,"https://www.google.com/maps/dir/28.274791,-107.837837/28.209483,-108.207383",CH4808,"(27.98028, -107.59718)",42.34 km,"https://www.google.com/maps/dir/28.274791,-107.837837/27.98028,-107.597178",CH3310,"(28.20438, -108.21263)",42.45 km,"https://www.google.com/maps/dir/28.274791,-107.837837/28.204377,-108.212633"
La Nariz,"(22.05826, -104.28974)",NA5833,"(21.44087, -104.48832)",72.20 km,NA5834,"(21.42382, -104.44885)",72.81 km,"https://www.google.com/maps/dir/22.058264,-104.289741/21.423822,-104.448845",NA2847,"(21.66886, -104.84350)",75.36 km,"https://www.google.com/maps/dir/22.058264,-104.289741/21.66886111,-104.8435",NA0195,"(21.50351, -104.70170)",76.92 km,"https://www.google.com/maps/dir/22.058264,-104.289741/21.503514,-104.701703"
La Muralla,"(22.73717, -103.94179)",ZA0128,"(22.76281, -103.57483)",40.95 km,ZA0447,"(22.76671, -103.57033)",41.48 km,"https://www.google.com/maps/dir/22.737172,-103.941789/22.766706,-103.570328",ZA5108,"(22.77271, -103.56863)",41.73 km,"https://www.google.com/maps/dir/22.737172,-103.941789/22.772706,-103.568633",ZA0382,"(22.78473, -103.55256)",43.65 km,"https://www.google.com/maps/dir/22.737172,-103.941789/22.784725,-103.552564"
La Muralla,"(22.76622, -104.36878)",DU0496,"(23.07844, -104.54656)",40.00 km,—,—,—,—,—,—,—,—,—,—,—,—
La Mufla,"(26.58845, -107.67387)",CH0372,"(26.42989, -107.26740)",48.57 km,CH2269,"(27.02892, -107.73714)",49.54 km,"https://www.google.com/maps/dir/26.588447,-107.673867/27.028916,-107.737139",SI2520,"(26.61647, -108.30358)",70.17 km,"https://www.google.com/maps/dir/26.588447,-107.673867/26.61647222,-108.3035833",CH2074,"(26.81886, -107.08142)",70.76 km,"https://www.google.com/maps/dir/26.588447,-107.673867/26.818858,-107.081417"
La Monilla,"(28.84314, -103.57103)",CO0072,"(28.04136, -103.78378)",92.34 km,CH1359,"(28.76949, -104.52450)",106.46 km,"https://www.google.com/maps/dir/28.843142,-103.571035/28.769494,-104.5245",CH5593,"(29.19939, -104.46642)",107.27 km,"https://www.google.com/maps/dir/28.843142,-103.571035/29.199389,-104.466417",CH0726,"(29.53564, -104.41175)",121.25 km,"https://www.google.com/maps/dir/28.843142,-103.571035/29.53563889,-104.41175"
La Mona,"(24.41358, -105.97063)",SI5791,"(23.94176, -106.42636)",73.02 km,SI4807,"(24.41386, -106.69064)",80.15 km,"https://www.google.com/maps/dir/24.413582,-105.970627/24.41386111,-106.6906389",SI2224,"(24.38410, -106.69087)",80.24 km,"https://www.google.com/maps/dir/24.413582,-105.970627/24.38409722,-106.6908694",DU1926,"(23.73250, -105.69011)",82.00 km,"https://www.google.com/maps/dir/24.413582,-105.970627/23.7325,-105.690111"
La Mina,"(17.66285, -100.30142)",GR5193,"(17.34483, -100.22369)",36.44 km,GR8207,"(17.78936, -99.98378)",38.06 km,"https://www.google.com/maps/dir/17.662852,-100.301416/17.789361,-99.983777",GR0756,"(17.31715, -100.39922)",39.99 km,"https://www.google.com/maps/dir/17.662852,-100.301416/17.31715,-100.399219",GR5204,"(17.60314, -99.93694)",41.11 km,"https://www.google.com/maps/dir/17.662852,-100.301416/17.603138,-99.936944"
La Mesita del RincÃ³n,"(22.83271, -104.80788)",DU0496,"(23.07844, -104.54656)",39.93 km,—,—,—,—,—,—,—,—,—,—,—,—
La Mesita,"(26.81745, -107.41816)",CH2074,"(26.81886, -107.08142)",37.49 km,CH0714,"(26.81174, -107.07233)",38.50 km,"https://www.google.com/maps/dir/26.817451,-107.418156/26.81173889,-107.0723278",CH0718,"(26.83303, -107.07060)",38.73 km,"https://www.google.com/maps/dir/26.817451,-107.418156/26.83302778,-107.0706",CH5617,"(26.81694, -107.05728)",40.17 km,"https://www.google.com/maps/dir/26.817451,-107.418156/26.816942,-107.057278"
La Mesita,"(25.73327, -106.82372)",SI1818,"(25.47913, -106.93961)",31.09 km,SI0507,"(25.46960, -106.92968)",31.63 km,"https://www.google.com/maps/dir/25.733273,-106.823715/25.4696,-106.9296806",CH0717,"(26.08042, -106.95358)",41.26 km,"https://www.google.com/maps/dir/25.733273,-106.823715/26.08042223,-106.9535833",CH2750,"(26.09427, -106.96368)",43.10 km,"https://www.google.com/maps/dir/25.733273,-106.823715/26.09427,-106.963681"
La Mesita,"(22.93946, -104.97092)",DU0496,"(23.07844, -104.54656)",49.71 km,NA7565,"(22.63707, -105.31837)",51.28 km,"https://www.google.com/maps/dir/22.939465,-104.970924/22.63707,-105.31837",NA0226,"(22.51984, -105.34442)",62.54 km,"https://www.google.com/maps/dir/22.939465,-104.970924/22.519838,-105.344419",NA4245,"(22.49835, -105.32586)",63.03 km,"https://www.google.com/maps/dir/22.939465,-104.970924/22.498352,-105.325859"
La Mesa Rosada,"(25.25711, -106.53823)",DU0174,"(25.05276, -106.33673)",31.95 km,—,—,—,—,—,—,—,—,—,—,—,—
La Mesa Dos,"(22.28372, -104.00395)",ZA0292,"(22.30032, -103.55819)",49.66 km,JL8886,"(21.98111, -103.58889)",57.18 km,"https://www.google.com/maps/dir/22.283724,-104.003954/21.981111,-103.588889",ZA0347,"(22.44342, -103.50008)",58.84 km,"https://www.google.com/maps/dir/22.283724,-104.003954/22.443417,-103.500083",JL1636,"(21.97547, -103.50061)",65.70 km,"https://www.google.com/maps/dir/22.283724,-104.003954/21.9754715,-103.5006104"
La Mesa del Zarzal,"(17.82968, -100.93828)",GR6118,"(17.92179, -101.32309)",44.05 km,GR0456,"(18.24280, -100.89106)",46.29 km,"https://www.google.com/maps/dir/17.829677,-100.938277/18.242802,-100.891058",GR6057,"(17.54143, -101.26027)",48.11 km,"https://www.google.com/maps/dir/17.829677,-100.938277/17.541425,-101.260272",GR1506,"(17.55017, -101.27818)",48.99 km,"https://www.google.com/maps/dir/17.829677,-100.938277/17.550172,-101.278183"
La Mesa del Pino,"(21.81806, -104.10917)",NA5834,"(21.42382, -104.44885)",57.93 km,NA5833,"(21.44087, -104.48832)",59.54 km,"https://www.google.com/maps/dir/21.818055,-104.109167/21.440872,-104.488319",JL8886,"(21.98111, -103.58889)",60.70 km,"https://www.google.com/maps/dir/21.818055,-104.109167/21.981111,-103.588889",JL1636,"(21.97547, -103.50061)",69.97 km,"https://www.google.com/maps/dir/21.818055,-104.109167/21.9754715,-103.5006104"
La Mesa del JardÃ­n,"(25.26278, -106.68200)",SI0507,"(25.46960, -106.92968)",35.92 km,SI1818,"(25.47913, -106.93961)",37.45 km,"https://www.google.com/maps/dir/25.262783,-106.681995/25.47913333,-106.9396111",DU0174,"(25.05276, -106.33673)",44.99 km,"https://www.google.com/maps/dir/25.262783,-106.681995/25.05276111,-106.3367333",SI2620,"(24.96764, -106.97108)",45.99 km,"https://www.google.com/maps/dir/25.262783,-106.681995/24.96763889,-106.9710806"
La Mesa del Ãguila,"(26.60840, -106.41752)",CH0369,"(26.95484, -106.34788)",39.34 km,CH0911,"(27.05566, -106.26396)",52.64 km,"https://www.google.com/maps/dir/26.608398,-106.417523/27.05566111,-106.2639583",—,—,—,—,—,—,—,—
La Mesa de Talayotes,"(26.45065, -106.56960)",CH3301,"(26.04211, -106.50761)",46.00 km,CH2750,"(26.09427, -106.96368)",59.15 km,"https://www.google.com/maps/dir/26.450649,-106.569595/26.09427,-106.963681",CH0717,"(26.08042, -106.95358)",59.38 km,"https://www.google.com/maps/dir/26.450649,-106.569595/26.08042223,-106.9535833",CH0369,"(26.95484, -106.34788)",61.31 km,"https://www.google.com/maps/dir/26.450649,-106.569595/26.954838,-106.34788"
La Mesa de Santa Cruz,"(24.73191, -106.13796)",DU0174,"(25.05276, -106.33673)",42.02 km,—,—,—,—,—,—,—,—,—,—,—,—
La Mesa de San JosÃ©,"(24.72996, -106.60539)",SI4807,"(24.41386, -106.69064)",36.45 km,SI2224,"(24.38410, -106.69087)",39.66 km,"https://www.google.com/maps/dir/24.729963,-106.605393/24.38409722,-106.6908694",SI0733,"(24.94536, -106.94647)",44.91 km,"https://www.google.com/maps/dir/24.729963,-106.605393/24.94536111,-106.9464722",DU0174,"(25.05276, -106.33673)",46.75 km,"https://www.google.com/maps/dir/24.729963,-106.605393/25.05276111,-106.3367333"
La Mesa de San Buena (San Buena),"(22.72792, -104.42299)",DU0496,"(23.07844, -104.54656)",41.37 km,—,—,—,—,—,—,—,—,—,—,—,—
La Mesa de San Bernabe,"(22.62448, -104.54905)",DU0496,"(23.07844, -104.54656)",50.54 km,—,—,—,—,—,—,—,—,—,—,—,—
La Mesa de Rivera,"(26.96708, -108.17949)",SI2200,"(26.71148, -108.32373)",32.67 km,SI0684,"(26.70435, -108.33040)",33.73 km,"https://www.google.com/maps/dir/26.967077,-108.179487/26.704347,-108.330397",SI7734,"(26.70969, -108.38353)",36.56 km,"https://www.google.com/maps/dir/26.967077,-108.179487/26.70969444,-108.3835278",SI2520,"(26.61647, -108.30358)",41.40 km,"https://www.google.com/maps/dir/26.967077,-108.179487/26.61647222,-108.3035833"
La Mesa de MÃ©xico,"(24.68041, -106.03757)",DU0174,"(25.05276, -106.33673)",53.17 km,DU0467,"(24.94863, -105.41173)",75.80 km,"https://www.google.com/maps/dir/24.680415,-106.037572/24.948628,-105.411733",DU0634,"(25.33103, -105.77888)",77.94 km,"https://www.google.com/maps/dir/24.680415,-106.037572/25.331027,-105.778877",DU0176,"(24.90683, -105.37349)",78.10 km,"https://www.google.com/maps/dir/24.680415,-106.037572/24.906831,-105.373494"
La Mesa de los Placeres,"(26.49151, -107.92900)",SI2520,"(26.61647, -108.30358)",43.96 km,SI2521,"(26.55525, -108.35581)",48.04 km,"https://www.google.com/maps/dir/26.491506,-107.928996/26.55525,-108.3558056",SI2522,"(26.37953, -108.35475)",49.01 km,"https://www.google.com/maps/dir/26.491506,-107.928996/26.37952778,-108.35475",SI2200,"(26.71148, -108.32373)",50.30 km,"https://www.google.com/maps/dir/26.491506,-107.928996/26.711475,-108.3237278"
La Mesa de los Meza,"(26.41481, -106.93817)",CH0372,"(26.42989, -107.26740)",36.69 km,CH0717,"(26.08042, -106.95358)",37.26 km,"https://www.google.com/maps/dir/26.414808,-106.93817/26.08042223,-106.9535833",CH0714,"(26.81174, -107.07233)",46.64 km,"https://www.google.com/maps/dir/26.414808,-106.93817/26.81173889,-107.0723278",CH5617,"(26.81694, -107.05728)",46.69 km,"https://www.google.com/maps/dir/26.414808,-106.93817/26.816942,-107.057278"
La Mesa de los Gavilanes,"(25.47628, -106.51517)",SI0507,"(25.46960, -106.92968)",46.15 km,SI1818,"(25.47913, -106.93961)",47.25 km,"https://www.google.com/maps/dir/25.476283,-106.515169/25.47913333,-106.9396111",DU0174,"(25.05276, -106.33673)",51.16 km,"https://www.google.com/maps/dir/25.476283,-106.515169/25.05276111,-106.3367333",CH3301,"(26.04211, -106.50761)",62.99 km,"https://www.google.com/maps/dir/25.476283,-106.515169/26.042111,-106.507611"
La Mesa de las Cruces,"(25.48054, -106.53989)",SI0507,"(25.46960, -106.92968)",43.41 km,SI1818,"(25.47913, -106.93961)",44.50 km,"https://www.google.com/maps/dir/25.480542,-106.539891/25.47913333,-106.9396111",DU0174,"(25.05276, -106.33673)",52.72 km,"https://www.google.com/maps/dir/25.480542,-106.539891/25.05276111,-106.3367333",CH3301,"(26.04211, -106.50761)",62.62 km,"https://www.google.com/maps/dir/25.480542,-106.539891/26.042111,-106.507611"
La Mesa de la Perra,"(24.99180, -106.67707)",SI0733,"(24.94536, -106.94647)",30.43 km,SI2620,"(24.96764, -106.97108)",32.84 km,"https://www.google.com/maps/dir/24.991805,-106.677066/24.96763889,-106.9710806",DU0174,"(25.05276, -106.33673)",38.49 km,"https://www.google.com/maps/dir/24.991805,-106.677066/25.05276111,-106.3367333",—,—,—,—
La Mesa de la Cruz,"(17.79701, -100.93590)",GR6118,"(17.92179, -101.32309)",45.28 km,GR6057,"(17.54143, -101.26027)",45.97 km,"https://www.google.com/maps/dir/17.797006,-100.935896/17.541425,-101.260272",GR1506,"(17.55017, -101.27818)",46.98 km,"https://www.google.com/maps/dir/17.797006,-100.935896/17.550172,-101.278183",GR4006,"(17.53511, -101.27707)",47.88 km,"https://www.google.com/maps/dir/17.797006,-100.935896/17.535105,-101.277075"
La Mesa de la Chole,"(27.09718, -108.14839)",CH2269,"(27.02892, -107.73714)",46.41 km,SI2200,"(26.71148, -108.32373)",47.16 km,"https://www.google.com/maps/dir/27.097179,-108.148395/26.711475,-108.3237278",SI0684,"(26.70435, -108.33040)",48.20 km,"https://www.google.com/maps/dir/27.097179,-108.148395/26.704347,-108.330397",SI7734,"(26.70969, -108.38353)",50.46 km,"https://www.google.com/maps/dir/27.097179,-108.148395/26.70969444,-108.3835278"
La Mesa de Cosimpa,"(26.79787, -107.38432)",CH2074,"(26.81886, -107.08142)",33.80 km,CH0714,"(26.81174, -107.07233)",34.76 km,"https://www.google.com/maps/dir/26.797874,-107.384316/26.81173889,-107.0723278",CH0718,"(26.83303, -107.07060)",35.14 km,"https://www.google.com/maps/dir/26.797874,-107.384316/26.83302778,-107.0706",CH5617,"(26.81694, -107.05728)",36.47 km,"https://www.google.com/maps/dir/26.797874,-107.384316/26.816942,-107.057278"
La Mesa de Coscomate,"(26.15521, -106.17757)",DU0225,"(25.93063, -105.95694)",35.05 km,DU7944,"(25.92462, -105.94612)",36.37 km,"https://www.google.com/maps/dir/26.155214,-106.177565/25.924625,-105.946119",CH3301,"(26.04211, -106.50761)",38.84 km,"https://www.google.com/maps/dir/26.155214,-106.177565/26.042111,-106.507611",—,—,—,—
La Mesa (Mesa Alta),"(22.07064, -104.22020)",JL8886,"(21.98111, -103.58889)",70.98 km,NA5833,"(21.44087, -104.48832)",76.20 km,"https://www.google.com/maps/dir/22.070645,-104.220203/21.440872,-104.488319",NA5834,"(21.42382, -104.44885)",76.37 km,"https://www.google.com/maps/dir/22.070645,-104.220203/21.423822,-104.448845",ZA0292,"(22.30032, -103.55819)",78.00 km,"https://www.google.com/maps/dir/22.070645,-104.220203/22.300317,-103.558194"
La Mesa (Las Mesas),"(17.81531, -100.40072)",GR0457,"(18.12433, -100.34312)",34.99 km,GR2164,"(18.16131, -100.38972)",38.54 km,"https://www.google.com/maps/dir/17.815309,-100.400721/18.161306,-100.389722",GR0473,"(18.15848, -100.31717)",39.32 km,"https://www.google.com/maps/dir/17.815309,-100.400721/18.15848,-100.317172",GR6769,"(18.15450, -100.50047)",39.36 km,"https://www.google.com/maps/dir/17.815309,-100.400721/18.154501,-100.500472"
La Mesa (La Mesa Blanca),"(26.85885, -107.42376)",CH2074,"(26.81886, -107.08142)",38.37 km,CH0718,"(26.83303, -107.07060)",39.42 km,"https://www.google.com/maps/dir/26.858848,-107.423759/26.83302778,-107.0706",CH0714,"(26.81174, -107.07233)",39.47 km,"https://www.google.com/maps/dir/26.858848,-107.423759/26.81173889,-107.0723278",CH2269,"(27.02892, -107.73714)",39.69 km,"https://www.google.com/maps/dir/26.858848,-107.423759/27.028916,-107.737139"
La Mesa,"(22.77198, -104.43149)",DU0496,"(23.07844, -104.54656)",36.44 km,—,—,—,—,—,—,—,—,—,—,—,—
La Mesa,"(23.05024, -104.84468)",DU0496,"(23.07844, -104.54656)",33.33 km,—,—,—,—,—,—,—,—,—,—,—,—
La Mesa,"(22.28211, -104.01083)",ZA0292,"(22.30032, -103.55819)",50.43 km,JL8886,"(21.98111, -103.58889)",57.70 km,"https://www.google.com/maps/dir/22.282107,-104.010833/21.981111,-103.588889",ZA0347,"(22.44342, -103.50008)",59.62 km,"https://www.google.com/maps/dir/22.282107,-104.010833/22.443417,-103.500083",JL1636,"(21.97547, -103.50061)",66.27 km,"https://www.google.com/maps/dir/22.282107,-104.010833/21.9754715,-103.5006104"
La Mesa,"(22.89796, -104.85480)",DU0496,"(23.07844, -104.54656)",39.76 km,NA7565,"(22.63707, -105.31837)",59.22 km,"https://www.google.com/maps/dir/22.897963,-104.854802/22.63707,-105.31837",—,—,—,—,—,—,—,—
La MÃ¡quina,"(27.51506, -106.25901)",CH0375,"(27.45339, -105.81033)",50.42 km,CH0911,"(27.05566, -106.26396)",51.14 km,"https://www.google.com/maps/dir/27.515056,-106.259008/27.05566111,-106.2639583",CH4324,"(27.46821, -106.73537)",53.28 km,"https://www.google.com/maps/dir/27.515056,-106.259008/27.468212,-106.735372",CH3953,"(27.97104, -106.11280)",53.31 km,"https://www.google.com/maps/dir/27.515056,-106.259008/27.971036,-106.112801"
La Manga de Arriba,"(24.44001, -106.00566)",SI4807,"(24.41386, -106.69064)",76.31 km,SI2224,"(24.38410, -106.69087)",76.53 km,"https://www.google.com/maps/dir/24.440006,-106.005659/24.38409722,-106.6908694",DU0174,"(25.05276, -106.33673)",77.53 km,"https://www.google.com/maps/dir/24.440006,-106.005659/25.05276111,-106.3367333",DU1926,"(23.73250, -105.69011)",86.24 km,"https://www.google.com/maps/dir/24.440006,-106.005659/23.7325,-105.690111"
La Manga de Abajo,"(24.44147, -105.99589)",SI4807,"(24.41386, -106.69064)",77.40 km,SI2224,"(24.38410, -106.69087)",77.63 km,"https://www.google.com/maps/dir/24.441465,-105.995887/24.38409722,-106.6908694",DU0174,"(25.05276, -106.33673)",77.91 km,"https://www.google.com/maps/dir/24.441465,-105.995887/25.05276111,-106.3367333",DU1926,"(23.73250, -105.69011)",85.95 km,"https://www.google.com/maps/dir/24.441465,-105.995887/23.7325,-105.690111"
La Malinche,"(18.40917, -101.36659)",MI7606,"(18.66281, -101.64622)",42.03 km,GR2165,"(18.47569, -100.97771)",43.92 km,"https://www.google.com/maps/dir/18.409174,-101.366593/18.475686,-100.977713",GR0464,"(18.34305, -100.88518)",54.09 km,"https://www.google.com/maps/dir/18.409174,-101.366593/18.343047,-100.885183",GR6118,"(17.92179, -101.32309)",54.47 km,"https://www.google.com/maps/dir/18.409174,-101.366593/17.921786,-101.323086"
La Loma del Encinal,"(26.81841, -107.44951)",CH2074,"(26.81886, -107.08142)",40.98 km,CH0714,"(26.81174, -107.07233)",41.99 km,"https://www.google.com/maps/dir/26.818408,-107.449505/26.81173889,-107.0723278",CH0718,"(26.83303, -107.07060)",42.21 km,"https://www.google.com/maps/dir/26.818408,-107.449505/26.83302778,-107.0706",CH5617,"(26.81694, -107.05728)",43.66 km,"https://www.google.com/maps/dir/26.818408,-107.449505/26.816942,-107.057278"
